Reference tree: ../data/appbio11/asymmetric_0.5/asymmetric_0.5.tree
treefilename	Symmetric_difference
s088.align.1.msl.output.nwk	4
s089.align.1.msl.output.nwk	10
s090.align.1.msl.output.nwk	4
s091.align.1.msl.output.nwk	4
s092.align.1.msl.output.nwk	8
s093.align.1.msl.output.nwk	10
s094.align.1.msl.output.nwk	4
s095.align.1.msl.output.nwk	8
s096.align.1.msl.output.nwk	4
s097.align.1.msl.output.nwk	8
s098.align.1.msl.output.nwk	10
s099.align.1.msl.output.nwk	8
s100.align.1.msl.output.nwk	6
s101.align.1.msl.output.nwk	4
s102.align.1.msl.output.nwk	8
s103.align.1.msl.output.nwk	8
s104.align.1.msl.output.nwk	8
s105.align.1.msl.output.nwk	6
s106.align.1.msl.output.nwk	10
s107.align.1.msl.output.nwk	4
s108.align.1.msl.output.nwk	10
s109.align.1.msl.output.nwk	6
s110.align.1.msl.output.nwk	8
s111.align.1.msl.output.nwk	8
s112.align.1.msl.output.nwk	10
s113.align.1.msl.output.nwk	6
s114.align.1.msl.output.nwk	8
s115.align.1.msl.output.nwk	8
s116.align.1.msl.output.nwk	8
s117.align.1.msl.output.nwk	8
s118.align.1.msl.output.nwk	8
s119.align.1.msl.output.nwk	4
s120.align.1.msl.output.nwk	6
s121.align.1.msl.output.nwk	6
s122.align.1.msl.output.nwk	6
s123.align.1.msl.output.nwk	18
s124.align.1.msl.output.nwk	4
s125.align.1.msl.output.nwk	10
s126.align.1.msl.output.nwk	6
s127.align.1.msl.output.nwk	8
s128.align.1.msl.output.nwk	8
s129.align.1.msl.output.nwk	8
s130.align.1.msl.output.nwk	6
s131.align.1.msl.output.nwk	4
s132.align.1.msl.output.nwk	8
s133.align.1.msl.output.nwk	8
s134.align.1.msl.output.nwk	10
s135.align.1.msl.output.nwk	10
s136.align.1.msl.output.nwk	6
s137.align.1.msl.output.nwk	8
s138.align.1.msl.output.nwk	8
s139.align.1.msl.output.nwk	6
s140.align.1.msl.output.nwk	8
s141.align.1.msl.output.nwk	14
s142.align.1.msl.output.nwk	16
s143.align.1.msl.output.nwk	8
s144.align.1.msl.output.nwk	4
s145.align.1.msl.output.nwk	10
s146.align.1.msl.output.nwk	8
s147.align.1.msl.output.nwk	0
s148.align.1.msl.output.nwk	4
s149.align.1.msl.output.nwk	10
s150.align.1.msl.output.nwk	10
s151.align.1.msl.output.nwk	6
s152.align.1.msl.output.nwk	10
s153.align.1.msl.output.nwk	6
s154.align.1.msl.output.nwk	4
s155.align.1.msl.output.nwk	8
s156.align.1.msl.output.nwk	8
s157.align.1.msl.output.nwk	8
s158.align.1.msl.output.nwk	10
s159.align.1.msl.output.nwk	6
s160.align.1.msl.output.nwk	6
s161.align.1.msl.output.nwk	6
s162.align.1.msl.output.nwk	8
s163.align.1.msl.output.nwk	8
s164.align.1.msl.output.nwk	12
s165.align.1.msl.output.nwk	4
s166.align.1.msl.output.nwk	6
s167.align.1.msl.output.nwk	8
s168.align.1.msl.output.nwk	6
s169.align.1.msl.output.nwk	6
s170.align.1.msl.output.nwk	4
s171.align.1.msl.output.nwk	12
s172.align.1.msl.output.nwk	10
s173.align.1.msl.output.nwk	10
s174.align.1.msl.output.nwk	8
s175.align.1.msl.output.nwk	8
s176.align.1.msl.output.nwk	10
s177.align.1.msl.output.nwk	2
s178.align.1.msl.output.nwk	6
s179.align.1.msl.output.nwk	6
s180.align.1.msl.output.nwk	6
s181.align.1.msl.output.nwk	8
s182.align.1.msl.output.nwk	14
s183.align.1.msl.output.nwk	8
s184.align.1.msl.output.nwk	12
s185.align.1.msl.output.nwk	10
s186.align.1.msl.output.nwk	12
s187.align.1.msl.output.nwk	8
s188.align.1.msl.output.nwk	10
s189.align.1.msl.output.nwk	6
s190.align.1.msl.output.nwk	4
s191.align.1.msl.output.nwk	4
s192.align.1.msl.output.nwk	2
s193.align.1.msl.output.nwk	2
s194.align.1.msl.output.nwk	6
s195.align.1.msl.output.nwk	12
s196.align.1.msl.output.nwk	10
s197.align.1.msl.output.nwk	2
s198.align.1.msl.output.nwk	6
s199.align.1.msl.output.nwk	10
s200.align.1.msl.output.nwk	4
s201.align.1.msl.output.nwk	8
s202.align.1.msl.output.nwk	14
s203.align.1.msl.output.nwk	6
s204.align.1.msl.output.nwk	8
s205.align.1.msl.output.nwk	6
s206.align.1.msl.output.nwk	8
s207.align.1.msl.output.nwk	10
s208.align.1.msl.output.nwk	6
s209.align.1.msl.output.nwk	12
s210.align.1.msl.output.nwk	18
s211.align.1.msl.output.nwk	8
s212.align.1.msl.output.nwk	10
s213.align.1.msl.output.nwk	10
s214.align.1.msl.output.nwk	10
s215.align.1.msl.output.nwk	4
s216.align.1.msl.output.nwk	6
s217.align.1.msl.output.nwk	6
s218.align.1.msl.output.nwk	10
s219.align.1.msl.output.nwk	4
s220.align.1.msl.output.nwk	6
s221.align.1.msl.output.nwk	8
s222.align.1.msl.output.nwk	8
s223.align.1.msl.output.nwk	6
s224.align.1.msl.output.nwk	8
s225.align.1.msl.output.nwk	8
s226.align.1.msl.output.nwk	2
s227.align.1.msl.output.nwk	6
s228.align.1.msl.output.nwk	8
s229.align.1.msl.output.nwk	6
s230.align.1.msl.output.nwk	10
s231.align.1.msl.output.nwk	14
s232.align.1.msl.output.nwk	4
s233.align.1.msl.output.nwk	4
s234.align.1.msl.output.nwk	6
s235.align.1.msl.output.nwk	8
s236.align.1.msl.output.nwk	12
s237.align.1.msl.output.nwk	6
s238.align.1.msl.output.nwk	6
s239.align.1.msl.output.nwk	4
s240.align.1.msl.output.nwk	6
s241.align.1.msl.output.nwk	4
s242.align.1.msl.output.nwk	8
s243.align.1.msl.output.nwk	10
s244.align.1.msl.output.nwk	2
s245.align.1.msl.output.nwk	6
s246.align.1.msl.output.nwk	18
s247.align.1.msl.output.nwk	4
s248.align.1.msl.output.nwk	6
s249.align.1.msl.output.nwk	6
s250.align.1.msl.output.nwk	10
s251.align.1.msl.output.nwk	8
s252.align.1.msl.output.nwk	10
s253.align.1.msl.output.nwk	14
s254.align.1.msl.output.nwk	8
s255.align.1.msl.output.nwk	8
s256.align.1.msl.output.nwk	8
s257.align.1.msl.output.nwk	8
s258.align.1.msl.output.nwk	4
s259.align.1.msl.output.nwk	4
s260.align.1.msl.output.nwk	8
s261.align.1.msl.output.nwk	2
s262.align.1.msl.output.nwk	6
s263.align.1.msl.output.nwk	10
s264.align.1.msl.output.nwk	8
s265.align.1.msl.output.nwk	6
s266.align.1.msl.output.nwk	4
s267.align.1.msl.output.nwk	4
s268.align.1.msl.output.nwk	4
s269.align.1.msl.output.nwk	10
s270.align.1.msl.output.nwk	4
s271.align.1.msl.output.nwk	10
s272.align.1.msl.output.nwk	4
s273.align.1.msl.output.nwk	6
s274.align.1.msl.output.nwk	6
s275.align.1.msl.output.nwk	6
s276.align.1.msl.output.nwk	4
s277.align.1.msl.output.nwk	6
s278.align.1.msl.output.nwk	12
s279.align.1.msl.output.nwk	6
s280.align.1.msl.output.nwk	8
s281.align.1.msl.output.nwk	8
s282.align.1.msl.output.nwk	4
s283.align.1.msl.output.nwk	12
s284.align.1.msl.output.nwk	6
s285.align.1.msl.output.nwk	10
s286.align.1.msl.output.nwk	8
s287.align.1.msl.output.nwk	10
s288.align.1.msl.output.nwk	8
s289.align.1.msl.output.nwk	6
s290.align.1.msl.output.nwk	4
s291.align.1.msl.output.nwk	10
s292.align.1.msl.output.nwk	8
s293.align.1.msl.output.nwk	8
s294.align.1.msl.output.nwk	6
s295.align.1.msl.output.nwk	4
s296.align.1.msl.output.nwk	12
s297.align.1.msl.output.nwk	6
s298.align.1.msl.output.nwk	18
s299.align.1.msl.output.nwk	6
s300.align.1.msl.output.nwk	8
